id	rel_path	hash	class	reason
bevy	crates/bevy_pbr/src/light_probe/environment_filter.wgsl	e2ec6ab7485984b6c2fa2c58a4c7ba80898b9aa7d1accc7b53a631d983962bcd	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/light_probe/environment_map.wgsl	2b5e343ff25656ccba514335f9af0e079d504b8cbda590c2059f43821a3219dc	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/light_probe/light_probe.wgsl	8d05cbdaff0dd96c93ed97c0a170ee0d6f8fa8f5374f24377b013861eaa0b46f	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/lightmap/lightmap.wgsl	c6b4775f5db35a39401c010290a56e6261a59c10c9457138b699c700f2cbaa73	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/meshlet/cull_bvh.wgsl	d24c0eefb09a2443ee3510d9985f4a39978317cf0ea1b721f64910cd560920ac	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/meshlet/cull_clusters.wgsl	092117c4851f014b019727cfdbb86ecf2bb94cb3461f9880fd7e9a05e4096f0a	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/meshlet/cull_instances.wgsl	76d3673e48528f39dcebd07f4bba517b68a141d7ec75009881404989819eb129	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/meshlet/meshlet_cull_shared.wgsl	d909ad530ed13fdcb7d3bcb3e9e624d3c2719ab1c5f47eabc983344c30893176	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/meshlet/meshlet_mesh_material.wgsl	ea6b14bcfb127a1831d8ed75ec34115b80f8d84b079b3000c29a76b82a00c2f3	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/meshlet/resolve_render_targets.wgsl	1f0654f511266b772d635e4a763eae4ed3cfe914b45f2208f794d9822c50c6c3	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/meshlet/visibility_buffer_hardware_raster.wgsl	505ec6370e30c929234f37f03aced75a7bb4b0b7f7ec345b01076b3f3ad83190	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/meshlet/visibility_buffer_software_raster.wgsl	e7a7fd836465536f698a4480aaf2ccd2db9db2500086e593946c498b0897bdd4	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/build_indirect_params.wgsl	a16951d6c6b460f6d5d87a2c56afb6d5901d0735efaf77400c773cefad237ec6	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/clustered_forward.wgsl	7c1daba35d8baa0fa28caeb870d21debf8ead200ad283076bce93cd1baeda676	byte-output-drift	strict-byte-parity-failure
bevy	crates/bevy_pbr/src/render/fog.wgsl	ee1dfb8b588beb9e860f909e14662a424429f1599f05fe0ae4913501a2e4907b	byte-output-drift	strict-byte-parity-failure
